Chromosome,Arm,Band,Abnormality,MorphName,Morph,TopoName,Topo,CaseCount,Gene,Type
7,p,12,r(7)(p12q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
7,q,21,r(7)(p12q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
7,p,13,r(7)(p13q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
7,q,21,r(7)(p13q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
7,p,14,r(7)(p14q31),"Acute myeloid leukemia, NOS",1101,,,2,,U
7,q,31,r(7)(p14q31),"Acute myeloid leukemia, NOS",1101,,,2,,U
7,q,11,r(7)(p22q11),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
7,p,22,r(7)(p22q11),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
8,p,11,r(8)(p11q11),"Acute myeloid leukemia, NOS",1101,,,3,,U
8,q,11,r(8)(p11q11),"Acute myeloid leukemia, NOS",1101,,,3,,U
8,p,12,r(8)(p12q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
8,q,13,r(8)(p12q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
9,p,11,r(9)(p11q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
9,q,11,r(9)(p11q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
11,q,23,t(1;11;10)(p32;q23;q24),Acute monoblastic leukemia (FAB type M5),1108,,,2,"KMT2A::EPS15,NT5C2::KMT2A",B
10,q,24,t(1;11;10)(p32;q23;q24),Acute monoblastic leukemia (FAB type M5),1108,,,2,"KMT2A::EPS15,NT5C2::KMT2A",B
1,p,32,t(1;11;10)(p32;q23;q24),Acute monoblastic leukemia (FAB type M5),1108,,,2,"KMT2A::EPS15,NT5C2::KMT2A",B
11,q,23,t(1;11)(p32;q23),"Acute myeloid leukemia, NOS",1101,,,4,KMT2A::EPS15,B
11,q,23,t(1;11)(p32;q23),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,B
11,q,23,t(1;11)(p32;q23),Acute myelomonocytic leukemia (FAB type M4),1107,,,4,"KMT2A::EPS15,KMT2A+",B
11,q,23,t(1;11)(p32;q23),Acute monoblastic leukemia (FAB type M5),1108,,,2,KMT2A::EPS15,B
11,q,23,t(1;11)(p32;q23),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,4,"KMT2A::EPS15,KMT2A+",B
1,p,32,t(1;11)(p32;q23),"Acute myeloid leukemia, NOS",1101,,,4,KMT2A::EPS15,B
1,p,32,t(1;11)(p32;q23),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,B
1,p,32,t(1;11)(p32;q23),Acute myelomonocytic leukemia (FAB type M4),1107,,,4,"KMT2A::EPS15,KMT2A+",B
1,p,32,t(1;11)(p32;q23),Acute monoblastic leukemia (FAB type M5),1108,,,2,KMT2A::EPS15,B
1,p,32,t(1;11)(p32;q23),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,4,"KMT2A::EPS15,KMT2A+",B
11,q,23,t(1;11)(p36;q23),"Acute myeloid leukemia, NOS",1101,,,2,,B
1,p,36,t(1;11)(p36;q23),"Acute myeloid leukemia, NOS",1101,,,2,,B
1,q,21,t(1;11)(q21;q23),"Acute myeloid leukemia, NOS",1101,,,5,"KMT2A::MLLT11,KMT2A+",B
1,q,21,t(1;11)(q21;q23),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,KMT2A::MLLT11,B
1,q,21,t(1;11)(q21;q23),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,B
1,q,21,t(1;11)(q21;q23),Acute myelomonocytic leukemia (FAB type M4),1107,,,14,"KMT2A::MLLT11,KMT2A+",B
1,q,21,t(1;11)(q21;q23),Acute monoblastic leukemia (FAB type M5),1108,,,5,KMT2A::MLLT11,B
1,q,21,t(1;11)(q21;q23),Acute monoblastic leukemia with differentiation (FAB type M5b),1110,,,2,KMT2A+,B
11,q,23,t(1;11)(q21;q23),"Acute myeloid leukemia, NOS",1101,,,5,"KMT2A::MLLT11,KMT2A+",B
11,q,23,t(1;11)(q21;q23),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,KMT2A::MLLT11,B
11,q,23,t(1;11)(q21;q23),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,B
11,q,23,t(1;11)(q21;q23),Acute myelomonocytic leukemia (FAB type M4),1107,,,14,"KMT2A::MLLT11,KMT2A+",B
11,q,23,t(1;11)(q21;q23),Acute monoblastic leukemia (FAB type M5),1108,,,5,KMT2A::MLLT11,B
11,q,23,t(1;11)(q21;q23),Acute monoblastic leukemia with differentiation (FAB type M5b),1110,,,2,KMT2A+,B
11,p,15,t(1;11)(q23;p15),"Acute myeloid leukemia, NOS",1101,,,2,,B
11,p,15,t(1;11)(q23;p15),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,B
1,q,23,t(1;11)(q23;p15),"Acute myeloid leukemia, NOS",1101,,,2,,B
1,q,23,t(1;11)(q23;p15),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,B
12,p,13,t(1;12)(p32;p13),"Acute myeloid leukemia, NOS",1101,,,2,,B
1,p,32,t(1;12)(p32;p13),"Acute myeloid leukemia, NOS",1101,,,2,,B
14,q,32,t(1;14)(p34;q32),"Acute myeloid leukemia, NOS",1101,,,2,,B
1,p,34,t(1;14)(p34;q32),"Acute myeloid leukemia, NOS",1101,,,2,,B
15,q,26,t(1;15)(q32;q26),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,B
1,q,32,t(1;15)(q32;q26),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,B
17,q,21,t(1;17)(p36;q21),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,B
1,p,36,t(1;17)(p36;q21),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,B
19,p,13,t(1;19;11)(p36;p13;q23),Acute monoblastic leukemia (FAB type M5),1108,,,3,KMT2A::ELL,B
11,q,23,t(1;19;11)(p36;p13;q23),Acute monoblastic leukemia (FAB type M5),1108,,,3,KMT2A::ELL,B
1,p,36,t(1;19;11)(p36;p13;q23),Acute monoblastic leukemia (FAB type M5),1108,,,3,KMT2A::ELL,B
2,p,21,t(1;2)(p36;p21),"Acute myeloid leukemia, NOS",1101,,,3,,B
1,p,36,t(1;2)(p36;p21),"Acute myeloid leukemia, NOS",1101,,,3,,B
2,p,13,t(1;2)(q21;p13),"Acute myeloid leukemia, NOS",1101,,,2,,B
1,q,21,t(1;2)(q21;p13),"Acute myeloid leukemia, NOS",1101,,,2,,B
1,q,21,t(1;2)(q21;q37),"Acute myeloid leukemia, NOS",1101,,,2,HRNR+,B
2,q,37,t(1;2)(q21;q37),"Acute myeloid leukemia, NOS",1101,,,2,HRNR+,B
1,p,22,t(1;21)(p22;q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,"RUNX1::CLCA2,RUNX1+",B
21,q,22,t(1;21)(p22;q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,"RUNX1::CLCA2,RUNX1+",B
21,q,22,t(1;21)(p32;q22),"Acute myeloid leukemia, NOS",1101,,,2,"RUNX1::NDC1,RUNX1::PRPF38A",B
21,q,22,t(1;21)(p32;q22),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,RUNX1+,B
1,p,32,t(1;21)(p32;q22),"Acute myeloid leukemia, NOS",1101,,,2,"RUNX1::NDC1,RUNX1::PRPF38A",B
1,p,32,t(1;21)(p32;q22),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,RUNX1+,B
1,p,13,t(1;22)(p13;q13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,64,RBM15::MRTFA,B
22,q,13,t(1;22)(p13;q13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,64,RBM15::MRTFA,B
1,p,22,t(1;3)(p22;q26),"Acute myeloid leukemia, NOS",1101,,,2,,B
3,q,26,t(1;3)(p22;q26),"Acute myeloid leukemia, NOS",1101,,,2,,B
3,q,21,t(1;3)(p36;q21),"Acute myeloid leukemia, NOS",1101,,,25,RPN1::PRDM16,B
3,q,21,t(1;3)(p36;q21),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,4,RPN1::PRDM16,B
3,q,21,t(1;3)(p36;q21),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,RPN1::PRDM16,B
3,q,21,t(1;3)(p36;q21),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,B
3,q,21,t(1;3)(p36;q21),Acute myelomonocytic leukemia (FAB type M4),1107,,,16,RPN1::PRDM16,B
3,q,21,t(1;3)(p36;q21),Acute monoblastic leukemia (FAB type M5),1108,,,3,,B
3,q,21,t(1;3)(p36;q21),Acute erythroleukemia (FAB type M6),1112,,,2,RPN1::PRDM16,B
1,p,36,t(1;3)(p36;q21),"Acute myeloid leukemia, NOS",1101,,,25,RPN1::PRDM16,B
1,p,36,t(1;3)(p36;q21),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,4,RPN1::PRDM16,B
1,p,36,t(1;3)(p36;q21),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,RPN1::PRDM16,B
1,p,36,t(1;3)(p36;q21),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,B
1,p,36,t(1;3)(p36;q21),Acute myelomonocytic leukemia (FAB type M4),1107,,,16,RPN1::PRDM16,B
1,p,36,t(1;3)(p36;q21),Acute monoblastic leukemia (FAB type M5),1108,,,3,,B
1,p,36,t(1;3)(p36;q21),Acute erythroleukemia (FAB type M6),1112,,,2,RPN1::PRDM16,B
3,q,22,t(1;3)(p36;q22),"Acute myeloid leukemia, NOS",1101,,,2,,B
1,p,36,t(1;3)(p36;q22),"Acute myeloid leukemia, NOS",1101,,,2,,B
1,p,11,t(1;7)(p11;p11),"Acute myeloid leukemia, NOS",1101,,,2,,B
1,p,11,t(1;7)(p11;p11),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,B
7,p,11,t(1;7)(p11;p11),"Acute myeloid leukemia, NOS",1101,,,2,,B
7,p,11,t(1;7)(p11;p11),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,B
7,q,34,t(1;7)(p36;q34),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,B
1,p,36,t(1;7)(p36;q34),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,B
1,q,21,t(1;7)(q21;q36),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,B
7,q,36,t(1;7)(q21;q36),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,B
1,p,13,t(1;8;21)(p13;q22;q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,B
8,q,22,t(1;8;21)(p13;q22;q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,B
21,q,22,t(1;8;21)(p13;q22;q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,B
8,q,22,t(1;8;21)(p36;q22;q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,B
21,q,22,t(1;8;21)(p36;q22;q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,B
1,p,36,t(1;8;21)(p36;q22;q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,B
10,p,11,t(10;11)(p11;q13),"Acute myeloid leukemia, NOS",1101,,,2,,B
11,q,13,t(10;11)(p11;q13),"Acute myeloid leukemia, NOS",1101,,,2,,B
10,p,11,t(10;11)(p11;q23),"Acute myeloid leukemia, NOS",1101,,,6,KMT2A+,B
10,p,11,t(10;11)(p11;q23),Acute myelomonocytic leukemia (FAB type M4),1107,,,5,KMT2A+,B
10,p,11,t(10;11)(p11;q23),Acute monoblastic leukemia (FAB type M5),1108,,,4,,B
10,p,11,t(10;11)(p11;q23),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,3,KMT2A+,B
11,q,23,t(10;11)(p11;q23),"Acute myeloid leukemia, NOS",1101,,,6,KMT2A+,B
11,q,23,t(10;11)(p11;q23),Acute myelomonocytic leukemia (FAB type M4),1107,,,5,KMT2A+,B
11,q,23,t(10;11)(p11;q23),Acute monoblastic leukemia (FAB type M5),1108,,,4,,B
11,q,23,t(10;11)(p11;q23),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,3,KMT2A+,B
10,p,12,t(10;11)(p12;q14),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,PICALM::MLLT10,B
11,q,14,t(10;11)(p12;q14),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,PICALM::MLLT10,B
10,p,12,t(10;11)(p12;q21),Acute monoblastic leukemia (FAB type M5),1108,,,2,,B
11,q,21,t(10;11)(p12;q21),Acute monoblastic leukemia (FAB type M5),1108,,,2,,B
10,p,12,t(10;11)(p12;q23),"Acute myeloid leukemia, NOS",1101,,,7,"KMT2A::ABI1,KMT2A::MLLT10,KMT2A::NEBL,MLLT10::BUD13,MLLT10::DSCAML1,MLLT10::SCN4B,MLLT10::UBE4A",B
10,p,12,t(10;11)(p12;q23),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,3,KMT2A::MLLT10,B
10,p,12,t(10;11)(p12;q23),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,KMT2A::MLLT10,B
10,p,12,t(10;11)(p12;q23),Acute myelomonocytic leukemia (FAB type M4),1107,,,3,"KMT2A::ABI1,KMT2A::MLLT10,MLLT10::KMT2A",B
10,p,12,t(10;11)(p12;q23),Acute monoblastic leukemia (FAB type M5),1108,,,6,"KMT2A::MLLT10,KMT2A+,MLLT10::CEP164,MLLT10::KMT2A,MLLT10::PPP2R1B",B
10,p,12,t(10;11)(p12;q23),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,6,"KMT2A::ABI1,KMT2A::MLLT10,KMT2A+",B
10,p,12,t(10;11)(p12;q23),Acute monoblastic leukemia with differentiation (FAB type M5b),1110,,,3,"KMT2A::ABI1,KMT2A::MLLT10",B
10,p,12,t(10;11)(p12;q23),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,KMT2A::MLLT10,B
11,q,23,t(10;11)(p12;q23),"Acute myeloid leukemia, NOS",1101,,,7,"KMT2A::ABI1,KMT2A::MLLT10,KMT2A::NEBL,MLLT10::BUD13,MLLT10::DSCAML1,MLLT10::SCN4B,MLLT10::UBE4A",B
11,q,23,t(10;11)(p12;q23),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,3,KMT2A::MLLT10,B
11,q,23,t(10;11)(p12;q23),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,KMT2A::MLLT10,B
11,q,23,t(10;11)(p12;q23),Acute myelomonocytic leukemia (FAB type M4),1107,,,3,"KMT2A::ABI1,KMT2A::MLLT10,MLLT10::KMT2A",B
11,q,23,t(10;11)(p12;q23),Acute monoblastic leukemia (FAB type M5),1108,,,6,"KMT2A::MLLT10,KMT2A+,MLLT10::CEP164,MLLT10::KMT2A,MLLT10::PPP2R1B",B
11,q,23,t(10;11)(p12;q23),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,6,"KMT2A::ABI1,KMT2A::MLLT10,KMT2A+",B
11,q,23,t(10;11)(p12;q23),Acute monoblastic leukemia with differentiation (FAB type M5b),1110,,,3,"KMT2A::ABI1,KMT2A::MLLT10",B
11,q,23,t(10;11)(p12;q23),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,KMT2A::MLLT10,B
10,p,13,t(10;11)(p13;q13),"Acute myeloid leukemia, NOS",1101,,,3,,B
10,p,13,t(10;11)(p13;q13),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,,B
11,q,13,t(10;11)(p13;q13),"Acute myeloid leukemia, NOS",1101,,,3,,B
11,q,13,t(10;11)(p13;q13),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,,B
10,p,13,t(10;11)(p13;q14),"Acute myeloid leukemia, NOS",1101,,,5,,B
10,p,13,t(10;11)(p13;q14),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,6,,B
10,p,13,t(10;11)(p13;q14),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,5,,B
11,q,14,t(10;11)(p13;q14),"Acute myeloid leukemia, NOS",1101,,,5,,B
11,q,14,t(10;11)(p13;q14),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,6,,B
11,q,14,t(10;11)(p13;q14),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,5,,B
10,p,13,t(10;11)(p13;q21),"Acute myeloid leukemia, NOS",1101,,,7,,B
10,p,13,t(10;11)(p13;q21),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,4,,B
10,p,13,t(10;11)(p13;q21),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,B
10,p,13,t(10;11)(p13;q21),Acute monoblastic leukemia (FAB type M5),1108,,,5,,B
11,q,21,t(10;11)(p13;q21),"Acute myeloid leukemia, NOS",1101,,,7,,B
11,q,21,t(10;11)(p13;q21),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,4,,B
11,q,21,t(10;11)(p13;q21),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,B
11,q,21,t(10;11)(p13;q21),Acute monoblastic leukemia (FAB type M5),1108,,,5,,B
10,p,13,t(10;11)(p13;q23),"Acute myeloid leukemia, NOS",1101,,,6,,B
10,p,13,t(10;11)(p13;q23),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,KMT2A+,B
10,p,13,t(10;11)(p13;q23),Acute monoblastic leukemia (FAB type M5),1108,,,4,KMT2A+,B
11,q,23,t(10;11)(p13;q23),"Acute myeloid leukemia, NOS",1101,,,6,,B
11,q,23,t(10;11)(p13;q23),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,KMT2A+,B
11,q,23,t(10;11)(p13;q23),Acute monoblastic leukemia (FAB type M5),1108,,,4,KMT2A+,B
11,q,13,t(10;11)(p14;q13),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,B
10,p,14,t(10;11)(p14;q13),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,B
10,p,14,t(10;11)(p14;q21),Acute monoblastic leukemia (FAB type M5),1108,,,2,,B
10,p,14,t(10;11)(p14;q21),Acute eosinophilic leukemia,1117,,,2,,B
11,q,21,t(10;11)(p14;q21),Acute monoblastic leukemia (FAB type M5),1108,,,2,,B
11,q,21,t(10;11)(p14;q21),Acute eosinophilic leukemia,1117,,,2,,B
10,p,15,t(10;11)(p15;q21),"Acute myeloid leukemia, NOS",1101,,,2,,B
11,q,21,t(10;11)(p15;q21),"Acute myeloid leukemia, NOS",1101,,,2,,B
10,p,15,t(10;11)(p15;q23),Acute monoblastic leukemia (FAB type M5),1108,,,2,KMT2A+,B
11,q,23,t(10;11)(p15;q23),Acute monoblastic leukemia (FAB type M5),1108,,,2,KMT2A+,B
10,q,22,t(10;11)(q22;q23),"Acute myeloid leukemia, NOS",1101,,,3,,B
10,q,22,t(10;11)(q22;q23),Acute myelomonocytic leukemia (FAB type M4),1107,,,5,KMT2A+,B
11,q,23,t(10;11)(q22;q23),"Acute myeloid leukemia, NOS",1101,,,3,,B
11,q,23,t(10;11)(q22;q23),Acute myelomonocytic leukemia (FAB type M4),1107,,,5,KMT2A+,B
12,p,13,t(10;12)(q24;p13),"Acute myeloid leukemia, NOS",1101,,,3,ETV6::GOT1,B
10,q,24,t(10;12)(q24;p13),"Acute myeloid leukemia, NOS",1101,,,3,ETV6::GOT1,B
12,q,22,t(10;12)(q26;q22),"Acute myeloid leukemia, NOS",1101,,,2,,B
10,q,26,t(10;12)(q26;q22),"Acute myeloid leukemia, NOS",1101,,,2,,B
10,p,15,t(10;17)(p15;q21),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,5,"MBTD1::ZMYND11,ZMYND11::MBTD1",B
10,p,15,t(10;17)(p15;q21),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,6,,B
17,q,21,t(10;17)(p15;q21),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,5,"MBTD1::ZMYND11,ZMYND11::MBTD1",B
17,q,21,t(10;17)(p15;q21),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,6,,B
18,q,21,t(10;18)(q24;q21),Acute monoblastic leukemia (FAB type M5),1108,,,2,,B
10,q,24,t(10;18)(q24;q21),Acute monoblastic leukemia (FAB type M5),1108,,,2,,B
11,p,15,t(11;11)(p15;q22),"Acute myeloid leukemia, NOS",1101,,,2,,B
11,q,22,t(11;11)(p15;q22),"Acute myeloid leukemia, NOS",1101,,,2,,B
11,p,15,t(11;11)(p15;q23),"Acute myeloid leukemia, NOS",1101,,,2,"KMT2A::AP2A2,KMT2A::NRIP3",B
11,q,23,t(11;11)(p15;q23),"Acute myeloid leukemia, NOS",1101,,,2,"KMT2A::AP2A2,KMT2A::NRIP3",B
12,q,13,t(11;12)(p15;q13),"Acute myeloid leukemia, NOS",1101,,,4,NUP98::RARG,B
12,q,13,t(11;12)(p15;q13),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,NUP98::HOXC11,B
12,q,13,t(11;12)(p15;q13),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,5,"NUP98::HOXC11,NUP98::HOXC13",B
12,q,13,t(11;12)(p15;q13),Acute promyelocytic leukemia (FAB type M3),1106,,,5,NUP98::RARG,B
12,q,13,t(11;12)(p15;q13),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,NUP98::HOXC13,B
11,p,15,t(11;12)(p15;q13),"Acute myeloid leukemia, NOS",1101,,,4,NUP98::RARG,B
11,p,15,t(11;12)(p15;q13),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,NUP98::HOXC11,B
11,p,15,t(11;12)(p15;q13),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,5,"NUP98::HOXC11,NUP98::HOXC13",B
11,p,15,t(11;12)(p15;q13),Acute promyelocytic leukemia (FAB type M3),1106,,,5,NUP98::RARG,B
11,p,15,t(11;12)(p15;q13),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,NUP98::HOXC13,B
12,p,13,t(11;12)(q23;p13),"Acute myeloid leukemia, NOS",1101,,,2,,B
11,q,23,t(11;12)(q23;p13),"Acute myeloid leukemia, NOS",1101,,,2,,B
12,q,13,t(11;12)(q23;q13),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,KMT2A::SARNP,B
11,q,23,t(11;12)(q23;q13),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,KMT2A::SARNP,B
11,q,23,t(11;14)(q23;q32),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,KMT2A::CEP170B,B
14,q,32,t(11;14)(q23;q32),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,KMT2A::CEP170B,B
17,q,12,t(11;15;17)(q13;q22;q12),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,B
11,q,13,t(11;15;17)(q13;q22;q12),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,B
15,q,22,t(11;15;17)(q13;q22;q12),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,B
15,q,12,t(11;15)(q23;q12),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,B
11,q,23,t(11;15)(q23;q12),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,B
15,q,14,t(11;15)(q23;q14),"Acute myeloid leukemia, NOS",1101,,,3,KMT2A+,B
15,q,14,t(11;15)(q23;q14),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,B
15,q,14,t(11;15)(q23;q14),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,"KMT2A+,KMT2A::KNL1,KMT2A::ZFYVE19",B
11,q,23,t(11;15)(q23;q14),"Acute myeloid leukemia, NOS",1101,,,3,KMT2A+,B
11,q,23,t(11;15)(q23;q14),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,B
11,q,23,t(11;15)(q23;q14),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,"KMT2A+,KMT2A::KNL1,KMT2A::ZFYVE19",B
16,p,11,t(11;16)(q13;p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,B
11,q,13,t(11;16)(q13;p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,B
16,p,13,t(11;16)(q23;p13),"Acute myeloid leukemia, NOS",1101,,,3,"KMT2A::CREBBP,KMT2A::MYH11,KMT2A+",B
16,p,13,t(11;16)(q23;p13),Acute myelomonocytic leukemia (FAB type M4),1107,,,4,KMT2A::CREBBP,B
16,p,13,t(11;16)(q23;p13),Acute monoblastic leukemia (FAB type M5),1108,,,3,,B
11,q,23,t(11;16)(q23;p13),"Acute myeloid leukemia, NOS",1101,,,3,"KMT2A::CREBBP,KMT2A::MYH11,KMT2A+",B
11,q,23,t(11;16)(q23;p13),Acute myelomonocytic leukemia (FAB type M4),1107,,,4,KMT2A::CREBBP,B
11,q,23,t(11;16)(q23;p13),Acute monoblastic leukemia (FAB type M5),1108,,,3,,B
11,q,23,t(11;16)(q23;q24),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,KMT2A::USP10,B
16,q,24,t(11;16)(q23;q24),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,KMT2A::USP10,B
11,p,15,t(11;17)(p15;q21),"Acute myeloid leukemia, NOS",1101,,,2,"NUP98::KAT7,NUP98+",B
17,q,21,t(11;17)(p15;q21),"Acute myeloid leukemia, NOS",1101,,,2,"NUP98::KAT7,NUP98+",B
11,p,15,t(11;17)(p15;q23),Acute megakaryoblastic leukemia (FAB type M7),1113,,,4,NUP98+,B
17,q,23,t(11;17)(p15;q23),Acute megakaryoblastic leukemia (FAB type M7),1113,,,4,NUP98+,B
17,q,11,t(11;17)(q23;q11),"Acute myeloid leukemia, NOS",1101,,,2,,B
11,q,23,t(11;17)(q23;q11),"Acute myeloid leukemia, NOS",1101,,,2,,B
17,q,12,t(11;17)(q23;q12),"Acute myeloid leukemia, NOS",1101,,,2,"KMT2A::ACACA,KMT2A::MLLT6,KMT2A+",B
17,q,12,t(11;17)(q23;q12),Acute monoblastic leukemia (FAB type M5),1108,,,2,"KMT2A::MLLT6,KMT2A+",B
17,q,12,t(11;17)(q23;q12),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,KMT2A::MLLT6,B
11,q,23,t(11;17)(q23;q12),"Acute myeloid leukemia, NOS",1101,,,2,"KMT2A::ACACA,KMT2A::MLLT6,KMT2A+",B
11,q,23,t(11;17)(q23;q12),Acute monoblastic leukemia (FAB type M5),1108,,,2,"KMT2A::MLLT6,KMT2A+",B
11,q,23,t(11;17)(q23;q12),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,KMT2A::MLLT6,B
17,q,21,t(11;17)(q23;q21),"Acute myeloid leukemia, NOS",1101,,,11,"KMT2A::RARA,KMT2A+,ZBTB16::RARA",B
17,q,21,t(11;17)(q23;q21),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,ZBTB16::RARA,B
17,q,21,t(11;17)(q23;q21),Acute promyelocytic leukemia (FAB type M3),1106,,,30,ZBTB16::RARA,B
17,q,21,t(11;17)(q23;q21),Acute myelomonocytic leukemia (FAB type M4),1107,,,13,KMT2A+,B
17,q,21,t(11;17)(q23;q21),Acute monoblastic leukemia (FAB type M5),1108,,,7,"KMT2A+,RARA+",B
17,q,21,t(11;17)(q23;q21),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,3,KMT2A+,B
17,q,21,t(11;17)(q23;q21),Acute monoblastic leukemia with differentiation (FAB type M5b),1110,,,3,KMT2A+,B
